species,replicate,dose,time,rawod,OD_minimum_of_each_well,od_corrected,OD_zero_mean_of_each_group_replicate_timepoint,od_normalized
KT2440,1,2,32.25,5.217050181,0.021248009,5.1958021720000005,4.506437084,1.1529734189449965
KT2440,1,2,32.5,5.182522167,0.021248009,5.161274158,4.4988674810000004,1.1472385394318754
KT2440,1,2,32.75,5.16685176,0.021248009,5.145603751,4.487048276,1.1467680832681106
KT2440,1,2,33.0,5.132058145,0.021248009,5.1108101360000004,4.471510669000001,1.1429716966644232
KT2440,1,2,33.25,5.063267717,0.021248009,5.042019708,4.460488265,1.130373943041861
KT2440,1,2,33.5,5.020771699,0.021248009,4.99952369,4.441099456,1.1257400874563976
KT2440,1,2,33.75,4.982259683,0.021248009,4.961011674,4.421843448000001,1.121932907019552
KT2440,1,2,34.0,4.947466068,0.021248009,4.926218059,4.410157044,1.11701647126197
KT2440,1,2,34.25,4.909086852,0.021248009,4.887838843,4.406438642,1.1092492691062414
KT2440,1,2,34.5,4.851318828,0.021248009,4.830070819,4.3794802310000005,1.1028867729121163
KT2440,1,2,34.75,4.828211618,0.021248009,4.806963609,4.371777828,1.0995443497180388
KT2440,1,2,35.0,4.789566802,0.021248009,4.768318793000001,4.344686616000001,1.0975058075396984
KT2440,1,2,35.25,4.747070785,0.021248009,4.725822776,4.336851413,1.0896898062576073
KT2440,1,2,35.5,4.701121965,0.021248009,4.679873956,4.325563408,1.0819108436474918
KT2440,1,2,35.75,4.651056344,0.021248009,4.629808335,4.302456199,1.076084943311238
KT2440,1,2,36.0,4.543222699,0.021248009,4.52197469,4.287051392,1.0547983395856617
KT2440,1,2,36.25,4.454512262,0.021248009,4.433264253,4.275364987000001,1.036932347642861
KT2440,1,2,36.5,4.435256254,0.021248009,4.414008245,4.248406576,1.0389797129906335
KT2440,1,2,36.75,4.408696243,0.021248009,4.387448234,4.2526561780000005,1.0316959684390454
KT2440,1,2,37.0,4.393557037,0.021248009,4.372309028,4.237516971,1.0318092075907819
KT2440,1,2,37.25,4.374035429,0.021248009,4.35278742,4.206441758,1.0347908447137473
KT2440,1,2,37.5,4.362349024,0.021248009,4.3411010150000005,4.194755354,1.0348877702391988
KT2440,1,2,37.75,4.346944217,0.021248009,4.325696208,4.183201749,1.034063491925548
KT2440,1,2,38.0,4.342561815,0.021248009,4.321313806,4.148009734,1.041780054318455
KT2440,1,2,38.25,4.303385799,0.021248009,4.28213779,4.1319409270000005,1.0363501961072445
KT2440,1,2,38.5,4.296214596,0.021248009,4.274966587000001,4.128620926,1.0354466209475393
KT2440,1,2,38.75,4.261155381,0.021248009,4.239907372,4.108966518,1.0318671017216599
KT2440,1,2,39.0,4.25703858,0.021248009,4.235790571,4.085593708,1.0367625549025834
KT2440,1,2,39.25,4.23393137,0.021248009,4.212683361,4.070188901,1.0350092989455577
KT2440,1,2,39.5,4.221979365,0.021248009,4.200731356,4.058236896,1.0351124056213794
KT2440,1,2,39.75,4.202856157,0.021248009,4.1816081480000005,4.031411285,1.0372566459688324
KT2440,1,2,40.0,4.175100945,0.021248009,4.153852936,4.011358477,1.0355227436832242
KT2440,2,2,0.0,0.025497611,0.021248009,0.03,0.03,1.0
KT2440,2,2,0.25,0.021248009,0.021248009,0.03,0.03,1.0
KT2440,2,2,0.5,0.021248009,0.021248009,0.03,0.03,1.0
KT2440,2,2,0.75,0.028817612,0.021248009,0.03,0.03,1.0
KT2440,2,2,1.0,0.036652815,0.021248009,0.03,0.03,1.0
KT2440,2,2,1.25,0.04807362,0.021248009,0.03,0.03,1.0
KT2440,2,2,1.5,0.051924822,0.021248009,0.030676813,0.034528013999999996,0.8884615547248099
KT2440,2,2,1.75,0.063744027,0.021248009,0.042496017999999997,0.034793614,1.221374071690282
KT2440,2,2,2.0,0.07144643,0.021248009,0.05019842100000001,0.034793614,1.442748114639658
KT2440,2,2,2.25,0.079016033,0.021248009,0.057768024,0.038512015999999996,1.5000000000000002
KT2440,2,2,2.5,0.090968038,0.021248009,0.069720029,0.046612819,1.4957265081950954
KT2440,2,2,2.75,0.105841644,0.021248009,0.084593635,0.053784022,1.572839513564084
KT2440,2,2,3.0,0.125230452,0.021248009,0.103982443,0.065470427,1.5882352959145967
KT2440,2,2,3.25,0.194419281,0.021248009,0.173171272,0.076891232,2.252158893747469
KT2440,2,2,3.5,0.313806531,0.021248009,0.292558522,0.099998442,2.9256308013278844
KT2440,2,2,3.75,0.421905776,0.021248009,0.400657767,0.123371251,3.247578052037423
KT2440,2,2,4.0,0.583523444,0.021248009,0.562275435,0.16560166899999998,3.3953488415627024
KT2440,2,2,4.25,0.714464299,0.021248009,0.69321629,0.231072096,3.000000008655307
KT2440,2,2,4.5,0.83783555,0.021248009,0.816587541,0.381401759,2.1410167146082824
KT2440,2,2,4.75,0.937833992,0.021248009,0.9165859829999999,0.743281911,1.2331606210715385
KT2440,2,2,5.0,1.022693228,0.021248009,1.001445219,1.001445219,1.0
KT2440,2,2,5.25,1.161336485,0.021248009,1.140088476,1.1169812669999999,1.0206871947477345
KT2440,2,2,5.5,1.342077361,0.021248009,1.320829352,1.186037296,1.1136490871362952
KT2440,2,2,5.75,1.342342961,0.021248009,1.321094952,1.039957235,1.2703358441465145
KT2440,2,2,6.0,1.426936597,0.021248009,1.405688588,1.193872499,1.1774193552304952
KT2440,2,2,6.25,1.515779834,0.021248009,1.494531825,1.286566938,1.1616432700526926
KT2440,2,2,6.5,1.584968663,0.021248009,1.563720654,1.255624525,1.2453728187572635
KT2440,2,2,6.75,1.712058316,0.021248009,1.690810307,1.548315847,1.0920319069756315
KT2440,2,2,7.0,1.816040759,0.021248009,1.79479275,1.694661508,1.059086278603314
KT2440,2,2,7.25,2.004616838,0.021248009,1.983368829,1.875535184,1.0574948664892654
KT2440,2,2,7.5,2.22426813,0.021248009,2.203020121,2.068228065,1.065172723589359
KT2440,2,2,7.75,2.34378818,0.021248009,2.3225401710000004,2.187748114,1.0616122377788508
KT2440,2,2,8.0,2.540199462,0.021248009,2.518951453,2.341796179,1.0756493137996532
KT2440,2,2,8.25,2.744313147,0.021248009,2.7230651380000004,2.4650346300000003,1.1046762203093268
KT2440,2,2,8.5,2.932756426,0.021248009,2.9115084170000003,2.6881387240000003,1.0830945557257632
KT2440,2,2,8.75,3.163828523,0.021248009,3.142580514,2.8768476030000003,1.0923694778697666
KT2440,2,2,9.0,3.329695792,0.021248009,3.308447783,3.1004828960000004,1.067074998952034
KT2440,2,2,9.25,3.552932685,0.021248009,3.5316846760000002,3.3198685880000003,1.0638025519340224
KT2440,2,2,9.5,3.691708743,0.021248009,3.670460734,3.5125614680000004,1.0449527410234631
KT2440,2,2,9.75,3.89954083,0.021248009,3.878292821,3.654923128,1.0611147444631015
KT2440,2,2,10.0,4.04190249,0.021248009,4.020654481,3.858904013,1.041916167765534
KT2440,2,2,10.25,4.184396949,0.021248009,4.16314894,4.005249674,1.0394230769245174
KT2440,2,2,10.5,4.338843414,0.021248009,4.3175954050000005,4.190505752,1.0303279987002392
KT2440,2,2,10.75,4.489040277,0.021248009,4.467792268,4.359958623,1.0247327221022575
KT2440,2,2,11.0,4.585187517,0.021248009,4.563939508,4.494617879000001,1.01542325306983
KT2440,2,2,11.25,4.715995572,0.021248009,4.694747563,4.66393795,1.00660592257665
KT2440,2,2,11.5,4.850787628,0.021248009,4.829539619,4.844944425,0.9968204370063543
KT2440,2,2,11.75,4.943349267,0.021248009,4.9221012580000005,5.4651206850000005,0.900639078567759
KT2440,2,2,12.0,5.07057172,0.021248009,5.049323711,5.869629654000001,0.8602457069091263
KT2440,2,2,12.25,5.193677371,0.021248009,5.172429362,5.854092047,0.8835579147838432
KT2440,2,2,12.5,5.274818205,0.021248009,5.253570196,5.7619288090000005,0.9117728403367366
KT2440,2,2,12.75,5.566978327,0.021248009,5.545730318,5.730587996000001,0.9677419353600307
KT2440,2,2,13.0,5.890877663,0.021248009,5.869629654000001,5.442146275,1.0785505124997767
KT2440,2,2,13.25,6.033504922,0.021248009,6.012256913,5.5000470990000006,1.093128259591291
KT2440,2,2,13.5,6.029520921,0.021248009,6.008272912,5.515319106000001,1.089379018063293
KT2440,2,2,13.75,5.917968874,0.021248009,5.896720865,5.557815123,1.0609782323628398
KT2440,2,2,14.0,5.532583113,0.021248009,5.5113351040000005,5.592210338,0.9855378769552999
KT2440,2,2,14.25,5.471229487,0.021248009,5.449981478,5.630987954,0.9678552897859741
KT2440,2,2,14.5,5.432584671,0.021248009,5.411336662,5.665515968,0.9551357180112708
KT2440,2,2,14.75,5.486235894,0.021248009,5.464987885,5.703762384,0.9581373691741083
KT2440,2,2,15.0,5.521427908,0.021248009,5.500179899,5.735103197,0.959037651123194
KT2440,2,2,15.25,5.5015079,0.021248009,5.480259891,5.487962294,0.998596491268094
KT2440,2,2,15.5,5.632448755,0.021248009,5.611200746000001,5.695927181,0.9851250845898061
KT2440,2,2,15.75,5.683045576,0.021248009,5.661797567,5.673351172,0.9979635307863505
KT2440,2,2,16.0,5.721557592,0.021248009,5.700309583,5.66949997,1.0054342734214707
KT2440,2,2,16.25,5.744664802,0.021248009,5.723416793,5.66949997,1.0095099785316692
KT2440,2,2,16.5,5.771623213,0.021248009,5.750375204,5.677202373,1.0128888889619296
KT2440,2,2,16.75,5.794863223,0.021248009,5.773615214,5.688888778,1.0148933191184284
KT2440,2,2,17.0,5.806549627,0.021248009,5.785301618,5.69287278,1.0162358867959806
KT2440,2,2,17.25,5.821954434,0.021248009,5.800706425,5.696723981,1.0182530247817532
KT2440,2,2,17.5,5.833508039,0.021248009,5.81226003,5.7044263850000005,1.0189035036517522
KT2440,2,2,17.75,5.833508039,0.021248009,5.81226003,5.712128788,1.0175295841036278
KT2440,2,2,18.0,5.845061644,0.021248009,5.8238136350000005,5.715979989,1.0188652945264887
KT2440,2,2,18.25,5.844796043,0.021248009,5.823548034,5.727267994,1.016810814528125
KT2440,2,2,18.5,5.844530443,0.021248009,5.823282434,5.730853596,1.0161282846353836
KT2440,2,2,18.75,5.848647245,0.021248009,5.827399236000001,5.742672801,1.0147538329164856
KT2440,2,2,19.0,5.856482448,0.021248009,5.835234439000001,5.746656802,1.0154137683964652
KT2440,2,2,19.25,5.852631247,0.021248009,5.831383238,5.746656802,1.0147436046590623
KT2440,2,2,19.5,5.848780045,0.021248009,5.827532036,5.754359206,1.0127160692234338
KT2440,2,2,19.75,5.856349648,0.021248009,5.835101639,5.754226405,1.0140549273364923
KT2440,2,2,20.0,5.856482448,0.021248009,5.835234439000001,5.762061609,1.0126990710904078
KT2440,2,2,20.25,5.856349648,0.021248009,5.835101639,5.7619288090000005,1.0126993637765371
KT2440,2,2,20.5,5.856482448,0.021248009,5.835234439000001,5.769764012,1.0113471585430243
KT2440,2,2,20.75,5.856349648,0.021248009,5.835101639,5.769631212,1.0113474197213561
KT2440,2,2,21.0,5.856349648,0.021248009,5.835101639,5.777333615,1.0099990805187387
KT2440,2,2,21.25,5.86006805,0.021248009,5.838820041,5.781052017,1.009992649059397
KT2440,2,2,21.5,5.864317652,0.021248009,5.843069643000001,5.793004022,1.008642428144339
KT2440,2,2,21.75,5.864184852,0.021248009,5.842936843,5.7928712220000005,1.0086426262696575
KT2440,2,2,22.0,5.86020085,0.021248009,5.838952841,5.796589623,1.007308300355076
KT2440,2,2,22.25,5.864184852,0.021248009,5.842936843,5.796722423,1.0079725087088236
KT2440,2,2,22.5,5.86046645,0.021248009,5.839218441,5.796855223000001,1.0073079655037642
KT2440,2,2,22.75,5.86059925,0.021248009,5.839351241,5.793136822,1.0079774430364732
KT2440,2,2,23.0,5.864450452,0.021248009,5.843202443,5.800839225,1.007302946411172
KT2440,2,2,23.25,5.864317652,0.021248009,5.843069643000001,5.793004022,1.008642428144339
KT2440,2,2,23.5,5.864052051,0.021248009,5.842804042,5.792738422,1.0086428242314305
KT2440,2,2,23.75,5.863919251,0.021248009,5.842671242000001,5.804159226,1.0066352445721136
KT2440,2,2,24.0,5.867903253,0.021248009,5.846655244,5.800440825,1.0079673977192931
KT2440,2,2,24.25,5.868036053,0.021248009,5.846788044,5.804424826,1.0072984351197454
KT2440,2,2,24.5,5.863919251,0.021248009,5.842671242000001,5.8003080250000005,1.0073036150524093
KT2440,2,2,24.75,5.875738456,0.021248009,5.854490447,5.808276028,1.007956649921115
KT2440,2,2,25.0,5.871754455,0.021248009,5.850506446,5.8081432280000005,1.0072937626255107
KT2440,2,2,25.25,5.871754455,0.021248009,5.850506446,5.800440825,1.0086313476010678
KT2440,2,2,25.5,5.879191258,0.021248009,5.857943249,5.800175225,1.0099597032432757
KT2440,2,2,25.75,5.879324058,0.021248009,5.858076049,5.796456823000001,1.010630498575526
KT2440,2,2,26.0,5.879589658,0.021248009,5.858341649000001,5.796722423,1.0106300114967572
KT2440,2,2,26.25,5.879456858,0.021248009,5.858208849,5.796589623,1.0106302550305621
KT2440,2,2,26.5,5.898845666,0.021248009,5.877597657,5.804424826,1.0126063879184435
KT2440,2,2,26.75,5.898712866,0.021248009,5.8774648570000005,5.800440825,1.013278996256289
KT2440,2,2,27.0,5.906149669,0.021248009,5.884901660000001,5.7924728210000005,1.0159567151812796
KT2440,2,2,27.25,5.906415269,0.021248009,5.88516726,5.792738422,1.0159559833823961
KT2440,2,2,27.5,5.906415269,0.021248009,5.88516726,5.7850360180000004,1.017308663539595
KT2440,2,2,27.75,5.894994464,0.021248009,5.873746455,5.777466415,1.0166647511355547
KT2440,2,2,28.0,5.887159261,0.021248009,5.865911252,5.777333615,1.015331923496684
KT2440,2,2,28.25,5.883175259,0.021248009,5.86192725,5.761796009,1.0173784772740293
KT2440,2,2,28.5,5.875074456,0.021248009,5.853826447,5.745992802,1.0187667560186409
KT2440,2,2,28.75,5.875340056,0.021248009,5.854092047,5.7462584020000005,1.0187658885932571
KT2440,2,2,29.0,5.879191258,0.021248009,5.857943249,5.734704797,1.0214899382553169
KT2440,2,2,29.25,5.883042459,0.021248009,5.8617944500000005,5.730853596,1.0228484032625427
KT2440,2,2,29.5,5.863786451,0.021248009,5.842538442,5.703895184,1.024306768186924
KT2440,2,2,29.75,5.879324058,0.021248009,5.858076049,5.69247438,1.0290913332138703
KT2440,2,2,30.0,5.879191258,0.021248009,5.857943249,5.673085572000001,1.0325850323697532
KT2440,2,2,30.25,5.875738456,0.021248009,5.854490447,5.661930367,1.0340096164238115
KT2440,2,2,30.5,5.875472856,0.021248009,5.854224847,5.661664767,1.0340112118828317
KT2440,2,2,30.75,5.879456858,0.021248009,5.858208849,5.650243962,1.0368063553359186
KT2440,2,2,31.0,5.867770453,0.021248009,5.8465224440000005,5.642408759,1.0361749199177437
KT2440,2,2,31.25,5.867770453,0.021248009,5.8465224440000005,5.630855154,1.0383009834388648
KT2440,2,2,31.5,5.867903253,0.021248009,5.846655244,5.607880744,1.0425783840456075
KT2440,2,2,31.75,5.864052051,0.021248009,5.842804042,5.5963271390000005,1.0440426188244674
KT2440,2,2,32.0,5.875605656,0.021248009,5.8543576470000005,5.592475938000001,1.0468275075124696
KT2440,2,2,32.25,5.867903253,0.021248009,5.846655244,5.584773535,1.046892091032658
KT2440,2,2,32.5,5.871887255,0.021248009,5.850639246,5.5810551330000004,1.048303431264455
KT2440,2,2,32.75,5.879324058,0.021248009,5.858076049,5.569235928,1.0518635095970386
KT2440,2,2,33.0,5.85993525,0.021248009,5.838687241000001,5.553698322,1.0513151601827322
KT2440,2,2,33.25,5.868168853,0.021248009,5.8469208440000005,5.5388247150000005,1.0556248202196448
KT2440,2,2,33.5,5.868036053,0.021248009,5.846788044,5.527138311,1.0578327725875505
KT2440,2,2,33.75,5.86033365,0.021248009,5.8390856410000005,5.500179899,1.061617210386449
KT2440,2,2,34.0,5.864052051,0.021248009,5.842804042,5.457683881,1.0705647614257634
KT2440,2,2,34.25,5.868036053,0.021248009,5.846788044,5.419304665,1.0788815919062191
KT2440,2,2,34.5,5.871887255,0.021248009,5.850639246,5.361536641,1.0912243331995164
KT2440,2,2,34.75,5.871887255,0.021248009,5.850639246,5.2960662140000005,1.1047141424580382
KT2440,2,2,35.0,5.871754455,0.021248009,5.850506446,5.257421398,1.1128091136513458
KT2440,2,2,35.25,5.879324058,0.021248009,5.858076049,5.195669372,1.1274920764915832
KT2440,2,2,35.5,5.898845666,0.021248009,5.877597657,5.138166948,1.143909436280154
KT2440,2,2,35.75,5.910399271,0.021248009,5.889151262,5.068845319,1.1618329010603607
KT2440,2,2,36.0,5.929655279,0.021248009,5.9084072700000005,4.984118884,1.1854466973023352
KT2440,2,2,36.25,5.937224882,0.021248009,5.915976873,4.895408446,1.2084746223441065
KT2440,2,2,36.5,5.944927285,0.021248009,5.9236792760000005,4.868450035,1.216748499710134
KT2440,2,2,36.75,5.953028089,0.021248009,5.93178008,4.811080411,1.2329413714303434
KT2440,2,2,37.0,5.949442487,0.021248009,5.928194478,4.7150659710000005,1.257287705932715
KT2440,2,2,37.25,5.945325685,0.021248009,5.9240776760000005,4.5607523070000004,1.298925545004389
KT2440,2,2,37.5,5.925936877,0.021248009,5.904688868,4.552917103,1.296902345116122
KT2440,2,2,37.75,5.929788079,0.021248009,5.90854007,4.541363498,1.3010497998237973
KT2440,2,2,38.0,5.921554476,0.021248009,5.900306467,4.525427492,1.3038119553192478
KT2440,2,2,38.25,5.928592878,0.021248009,5.907344869,4.517061088,1.3077850296719298
KT2440,2,2,38.5,5.917570474,0.021248009,5.896322465,4.4906338770000005,1.3130267633706714
KT2440,2,2,38.75,5.928725679,0.021248009,5.9074776700000005,4.490235477000001,1.315627587964915
KT2440,2,2,39.0,5.924608877,0.021248009,5.903360868,4.4784162720000005,1.3181804703839284
KT2440,2,2,39.25,5.905352869,0.021248009,5.88410486,4.466862667,1.3172791058633189
KT2440,2,2,39.5,5.874144856,0.021248009,5.852896847,4.4549106620000005,1.3138079057173244
KT2440,2,2,39.75,5.824212035,0.021248009,5.802964026000001,4.435787454000001,1.308215077069831
KT2440,2,2,40.0,5.792605622,0.021248009,5.771357613,4.415734646000001,1.3069982858295148
KT2440,3,2,0.0,0.029348812,0.021248009,0.03,0.03,1.0
KT2440,3,2,0.25,0.02509921,0.021248009,0.03,0.03,1.0
KT2440,3,2,0.5,0.02509921,0.021248009,0.03,0.03,1.0
KT2440,3,2,0.75,0.036520015,0.021248009,0.03,0.03,1.0
KT2440,3,2,1.0,0.028950412,0.021248009,0.03,0.03,1.0
KT2440,3,2,1.25,0.032668814,0.021248009,0.03,0.03,1.0
KT2440,3,2,1.5,0.055776023,0.021248009,0.034528013999999996,0.03,1.1509338
KT2440,3,2,1.75,0.067595228,0.021248009,0.046347218999999995,0.03,1.5449073
KT2440,3,2,2.0,0.075297631,0.021248009,0.054049622000000005,0.03,1.801654066666667
KT2440,3,2,2.25,0.086718436,0.021248009,0.065470427,0.034660814,1.888888904917236
KT2440,3,2,2.5,0.098670441,0.021248009,0.077422432,0.038910416,1.989761096360419
KT2440,3,2,2.75,0.117395249,0.021248009,0.09614724,0.053784022,1.787654333474726
KT2440,3,2,3.0,0.159891267,0.021248009,0.138643258,0.069321629,2.0
KT2440,3,2,3.25,0.279145717,0.021248009,0.257897708,0.09614724,2.682320449344152
KT2440,3,2,3.5,0.402384168,0.021248009,0.381136159,0.13080805499999998,2.9137055741712543
KT2440,3,2,3.75,0.522037018,0.021248009,0.500789009,0.169585671,2.9530148747060125
KT2440,3,2,4.0,0.641291468,0.021248009,0.620043459,0.254179306,2.439393941063007
KT2440,3,2,4.25,0.756827516,0.021248009,0.735579507,0.408227371,1.8018867897027904
KT2440,3,2,4.5,0.841686752,0.021248009,0.820438743,0.677944283,1.2101860928296964
KT2440,3,2,4.75,0.93398279,0.021248009,0.9127347809999999,0.88577637,1.0304347823141862
KT2440,3,2,5.0,1.022693228,0.021248009,1.001445219,1.0630644439999999,0.9420362280501596
KT2440,3,2,5.25,1.130526873,0.021248009,1.109278864,1.170898089,0.9473743910090197
KT2440,3,2,5.5,1.288160539,0.021248009,1.26691253,1.247656521,1.0154337421204405
KT2440,3,2,5.75,1.33849176,0.021248009,1.317243751,1.201707702,1.0961432208578787
KT2440,3,2,6.0,1.473151016,0.021248009,1.451903007,1.120699668,1.2955326466644406
KT2440,3,2,6.25,1.581250261,0.021248009,1.560002252,1.159477285,1.3454358029963478
KT2440,3,2,6.5,1.577266259,0.021248009,1.55601825,1.398118984,1.112936930123252
KT2440,3,2,6.75,1.727463122,0.021248009,1.706215113,1.609935073,1.0598036788033875
KT2440,3,2,7.0,1.916172001,0.021248009,1.894923992,1.825602363,1.037971921161454
KT2440,3,2,7.25,2.070087265,0.021248009,2.0488392560000004,2.03343445,1.007575757359673
KT2440,3,2,7.5,2.22426813,0.021248009,2.203020121,2.195317718,1.0035085595751567
KT2440,3,2,7.75,2.46317543,0.021248009,2.4419274210000004,2.3263913720000002,1.0496632038747091
KT2440,3,2,8.0,2.717354736,0.021248009,2.696106727,2.484290638,1.085262201515409
KT2440,3,2,8.25,2.936873228,0.021248009,2.9156252190000003,2.634487501,1.1067143867235223
KT2440,3,2,8.5,3.075250886,0.021248009,3.0540028770000003,2.819079578,1.0833333336289381
KT2440,3,2,8.75,3.244703756,0.021248009,3.223455747,3.034746869,1.0621827408169244
KT2440,3,2,9.0,3.452934244,0.021248009,3.4316862350000004,3.246828557,1.0569348441886333
KT2440,3,2,9.25,3.70698075,0.021248009,3.6857327410000003,3.4354046360000003,1.0728671383792123
KT2440,3,2,9.5,3.891971227,0.021248009,3.870723218,3.6435023230000003,1.0623633182736412
KT2440,3,2,9.75,3.972713661,0.021248009,3.951465652,3.782012781,1.0448049440370202
KT2440,3,2,10.0,4.203652957,0.021248009,4.182404948,3.978291263,1.0513068731036248
KT2440,3,2,10.25,4.427022651,0.021248009,4.405774642,4.143892932,1.0631970261532808
KT2440,3,2,10.5,4.489040277,0.021248009,4.467792268,4.313744203000001,1.035710987427782
KT2440,3,2,10.75,4.554510704,0.021248009,4.533262695,4.479345872000001,1.0120367626302378
KT2440,3,2,11.0,4.677616355,0.021248009,4.656368346,4.621707532,1.0074995688844466
KT2440,3,2,11.25,4.789168402,0.021248009,4.767920393,4.814134812,0.990400264885644
KT2440,3,2,11.5,4.908555652,0.021248009,4.887307643000001,5.3378982310000005,0.9155865157969514
KT2440,3,2,11.75,5.016522097,0.021248009,4.995274088,5.834836039,0.8561121605837124
KT2440,3,2,12.0,5.120637341,0.021248009,5.099389332,5.88503446,0.8665011847696131
KT2440,3,2,12.25,5.205230976,0.021248009,5.183982967,5.723151192,0.9057917208698477
KT2440,3,2,12.5,5.278669407,0.021248009,5.257421398,5.496195898,0.9565564065707907
KT2440,3,2,12.75,5.493805497,0.021248009,5.4725574880000005,5.4494502780000005,1.0042402827480208
KT2440,3,2,13.0,5.833109639,0.021248009,5.81186163,5.499914299,1.0567185803343733
KT2440,3,2,13.25,5.9795881,0.021248009,5.958340091,5.511600704,1.0810543816564546
KT2440,3,2,13.5,5.948645687,0.021248009,5.927397678,5.561533525000001,1.065784760867732
KT2440,3,2,13.75,5.71770639,0.021248009,5.696458381,5.604029543,1.0164932817164487
KT2440,3,2,14.0,5.494071097,0.021248009,5.472823088,5.634573555,0.97129321936769
KT2440,3,2,14.25,5.417312665,0.021248009,5.396064656,5.673351172,0.9511247395774639
KT2440,3,2,14.5,5.447989478,0.021248009,5.426741469,5.700176783,0.9520303800374257
KT2440,3,2,14.75,5.482384692,0.021248009,5.461136683,5.726869594,0.9535989240477195
KT2440,3,2,15.0,5.532981513,0.021248009,5.511733504,5.750508004,0.9584776684366129
KT2440,3,2,15.25,5.516912706,0.021248009,5.4956646970000005,5.360872641,1.0251436780961944
KT2440,3,2,15.5,5.62089515,0.021248009,5.599647141,5.715183189,0.9797843666284622
KT2440,3,2,15.75,5.667640769,0.021248009,5.64639276,5.711863188000001,0.9885378157975586
KT2440,3,2,16.0,5.698450382,0.021248009,5.677202373,5.715714389,0.9932620818013375
KT2440,3,2,16.25,5.725408794,0.021248009,5.704160785,5.711863188000001,0.9986515077923815
KT2440,3,2,16.5,5.752367205,0.021248009,5.731119196,5.708011986,1.004048206285599
KT2440,3,2,16.75,5.775607215,0.021248009,5.754359206,5.715847189,1.0067377618271733
KT2440,3,2,17.0,5.791144821,0.021248009,5.769896812,5.712128788,1.010113221557847
KT2440,3,2,17.25,5.802698426,0.021248009,5.781450417,5.715979989,1.01145392883215
KT2440,3,2,17.5,5.814252031,0.021248009,5.793004022,5.719831191,1.0127928305148473
KT2440,3,2,17.75,5.821954434,0.021248009,5.800706425,5.723682393,1.0134570765306965
KT2440,3,2,18.0,5.829656837,0.021248009,5.808408828,5.723682393,1.0148027841488234
KT2440,3,2,18.25,5.833242439,0.021248009,5.81199443,5.727267994,1.0147935169244326
KT2440,3,2,18.5,5.832976838,0.021248009,5.811728829000001,5.730853596,1.0141122490123373
KT2440,3,2,18.75,5.83709364,0.021248009,5.815845631,5.738821599,1.0134215763064356
KT2440,3,2,19.0,5.841077642,0.021248009,5.819829633,5.738954399,1.0140923290859556
KT2440,3,2,19.25,5.841077642,0.021248009,5.819829633,5.742805601000001,1.0134122652500352
KT2440,3,2,19.5,5.83722644,0.021248009,5.8159784310000004,5.750508004,1.0113851553557458
KT2440,3,2,19.75,5.844796043,0.021248009,5.823548034,5.754226405,1.0120470805493098
KT2440,3,2,20.0,5.848780045,0.021248009,5.827532036,5.762061609,1.011362326792504
KT2440,3,2,20.25,5.844796043,0.021248009,5.823548034,5.7619288090000005,1.0106942010293067
KT2440,3,2,20.5,5.844928843,0.021248009,5.823680834,5.7659128100000006,1.0100188861510029
KT2440,3,2,20.75,5.848647245,0.021248009,5.827399236000001,5.76578001,1.010687058107165
KT2440,3,2,21.0,5.848647245,0.021248009,5.827399236000001,5.769631212,1.0100124291964885
KT2440,3,2,21.25,5.852365647,0.021248009,5.831117638,5.773349613000001,1.0100059807342903
KT2440,3,2,21.5,5.852764047,0.021248009,5.831516038,5.793004022,1.006648021622934
KT2440,3,2,21.75,5.852631247,0.021248009,5.831383238,5.7928712220000005,1.0066481740270248
KT2440,3,2,22.0,5.856349648,0.021248009,5.835101639,5.796589623,1.0066439093509725
KT2440,3,2,22.25,5.848780045,0.021248009,5.827532036,5.7928712220000005,1.0059833565552718
KT2440,3,2,22.5,5.848912845,0.021248009,5.827664836,5.785301618,1.007322559962681
KT2440,3,2,22.75,5.856748048,0.021248009,5.835500039,5.7815832170000006,1.0093256154891042
KT2440,3,2,23.0,5.86059925,0.021248009,5.839351241,5.777732015,1.010664950509997
KT2440,3,2,23.25,5.856615248,0.021248009,5.835367239,5.78915282,1.0079829329846572
KT2440,3,2,23.5,5.848647245,0.021248009,5.827399236000001,5.792738422,1.0059834937252412
KT2440,3,2,23.75,5.848514445,0.021248009,5.827266436,5.796456823000001,1.005315249287763
KT2440,3,2,24.0,5.852498447,0.021248009,5.8312504380000005,5.796589623,1.0059795185193845
KT2440,3,2,24.25,5.856482448,0.021248009,5.835234439000001,5.796722423,1.0066437571423454
KT2440,3,2,24.5,5.856216848,0.021248009,5.834968839,5.796456823000001,1.006644061566574
KT2440,3,2,24.75,5.864184852,0.021248009,5.842936843,5.804424826,1.0066349411275846
KT2440,3,2,25.0,5.86020085,0.021248009,5.838952841,5.800440825,1.0066394981281446
KT2440,3,2,25.25,5.864052051,0.021248009,5.842804042,5.8081432280000005,1.0059676238411108
KT2440,3,2,25.5,5.871488855,0.021248009,5.850240846,5.811728829000001,1.0066266025365513
KT2440,3,2,25.75,5.86006805,0.021248009,5.838820041,5.808010428,1.0053046759095798
KT2440,3,2,26.0,5.856482448,0.021248009,5.835234439000001,5.808276028,1.0046413791063031
KT2440,3,2,26.25,5.86020085,0.021248009,5.838952841,5.804292026000001,1.0059715835875829
